"Sample_ID","lat.y","lon.y","Shape..","NEAR_FID","NEAR_DIST","TNMFRC","definition","staticOID","Needleleaf_3x3","Needleleaf_5x5","Broadleaf_3x3","Broadleaf_5x5","MixedForest_3x3","MixedForest_5x5","ForestOnly_3x3","ForestOnly_5x5","ForestWetland_3x3","ForestWetland_5x5","Wetland_3x3","Wetland_5x5"
"mnbba:T103R24a:2010-06-10T10:50:0Z:43.731468613813:-93.661576462988",43.731469,-93.661576,"Point",192617,4.985232,"4","Local Road",2804,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T49R27a:2012-06-04T13:41:0Z:46.759671543332:-93.6974467368064",46.759672,-93.697447,"Point",378169,5.917833,"4","Local Road",1196,0,2,0,3,5,9,5,14,5,15,0,1
"mnbba:T118R24a:2009-06-11T11:5:0Z:45.0461550918688:-93.6761225659535",45.046155,-93.676123,"Point",726992,2.410363,"4","Local Road",2980,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T116R24a:2009-06-11T13:19:0Z:44.8661281267212:-93.673935779992",44.866128,-93.673936,"Point",350443,7.030739,"4","Local Road",5235,0,0,0,0,0,0,0,0,0,3,0,3
"mnbba:T115R24a:2009-06-09T14:12:0Z:44.7649679111233:-93.6726201944342",44.764968,-93.67262,"Point",347547,6.171052,"4","Local Road",4781,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T37R27a:2012-06-13T10:52:0Z:45.70699918619:-93.683376461428",45.706999,-93.683376,"Point",465038,2.731638,"4","Local Road",2928,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T37R27a:2012-06-13T10:20:0Z:45.7271162912137:-93.6833261493322",45.727116,-93.683326,"Point",465435,11.339242,"4","Local Road",3145,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T55R27a:2011-06-11T13:23:0Z:47.2695884554428:-93.7024867909575",47.269588,-93.702487,"Point",52960,17.766161,"3","Local Connecting Road",5717,0,0,0,0,0,0,0,0,4,11,4,11
"mnbba:T33R27a:2009-06-12T12:48:0Z:45.3548001133564:-93.6749878176612",45.3548,-93.674988,"Point",512787,2.821065,"4","Local Road",543,0,0,1,4,0,0,1,4,4,14,3,10
"mnbba:T46R27a:2011-06-08T12:9:0Z:46.4637983861149:-93.6882031899704",46.463798,-93.688203,"Point",375414,0.112404,"4","Local Road",1167,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T113R24a:2009-06-09T14:20:0Z:44.6150708818369:-93.6657352839515",44.615071,-93.665735,"Point",362054,2.327805,"4","Local Road",1960,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T37R27a:2012-06-13T10:35:0Z:45.7069086819582:-93.6774144135494",45.706909,-93.677414,"Point",465038,3.130399,"4","Local Road",5221,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T103R24a:2010-06-10T11:10:0Z:43.7315287166498:-93.6542635329874",43.731529,-93.654264,"Point",192617,2.664869,"4","Local Road",2611,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T34R27a:2009-06-12T13:25:0Z:45.4440557150321:-93.6736858300391",45.444056,-93.673686,"Point",512696,6.102149,"4","Local Road",3845,0,0,0,1,0,0,0,1,0,1,0,0
"mnbba:T114R24a:2009-06-10T12:2:0Z:44.707968201268:-93.6639629815543",44.707968,-93.663963,"Point",346386,15.955731,"4","Local Road",6755,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T114R24a:2009-06-10T11:51:0Z:44.7112472814169:-93.6637148288508",44.711247,-93.663715,"Point",352694,2.116581,"4","Local Road",2295,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T110R24a:2011-05-28T11:16:0Z:44.3505927722106:-93.6592736370206",44.350593,-93.659274,"Point",240951,0.931631,"4","Local Road",4346,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T121R24b:2009-06-12T11:17:0Z:45.2665865109562:-93.6687789198201",45.266587,-93.668779,"Point",366467,5.318704,"4","Local Road",2763,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T109R24a:2011-05-30T11:36:0Z:44.2395012907335:-93.6563376239388",44.239501,-93.656338,"Point",240764,5.5678,"4","Local Road",653,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T119R24a:2009-06-12T10:31:0Z:45.1348531965843:-93.6663343760294",45.134853,-93.666334,"Point",724311,3.54813,"4","Local Road",5646,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T39R27a:2012-06-13T12:33:0Z:45.8874499251999:-93.6749529680197",45.88745,-93.674953,"Point",467320,1.218517,"4","Local Road",717,0,0,3,9,0,0,3,9,3,10,0,1
"mnbba:T33R27a:2009-06-12T12:34:0Z:45.3506948493138:-93.6673069457404",45.350695,-93.667307,"Point",515697,40.766947,"4","Local Road",5500,0,0,2,8,0,0,2,8,9,20,7,12
"mnbba:T110R24a:2011-05-28T11:37:0Z:44.3336982075347:-93.6551840229403",44.333698,-93.655184,"Point",614204,5.490052,"4","Local Road",6483,0,0,0,0,0,0,0,0,3,9,3,9
"mnbba:T33R27a:2009-06-12T13:2:0Z:45.3645824586915:-93.6661529777784",45.364582,-93.666153,"Point",512428,7.77325,"4","Local Road",5056,0,0,0,0,0,0,0,0,0,4,0,4
"mnbba:T39R27a:2012-06-13T12:14:0Z:45.876293972305:-93.6710938795461",45.876294,-93.671094,"Point",470925,5.226709,"4","Local Road",6210,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T38R27a:2012-06-13T11:36:0Z:45.8074182797451:-93.6700732221473",45.807418,-93.670073,"Point",469996,4.658735,"4","Local Road",4996,0,0,1,10,0,0,1,10,1,10,0,0
"mnbba:T110R24a:2011-05-28T11:52:0Z:44.3373757681999:-93.6512765470026",44.337376,-93.651277,"Point",235852,3.031884,"4","Local Road",5654,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T119R24a:2009-06-12T10:18:0Z:45.1378402857745:-93.6587573154067",45.13784,-93.658757,"Point",626290,1.26803,"4","Local Road",3583,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T39R27a:2012-06-13T12:0:0Z:45.8800674949282:-93.6660877165043",45.880067,-93.666088,"Point",470925,1.08592,"4","Local Road",4655,0,0,1,3,0,0,1,3,1,3,0,0
"mnbba:T109R24a:2011-05-30T11:20:0Z:44.2416640733847:-93.6463100179789",44.241664,-93.64631,"Point",236353,2.455672,"4","Local Road",3715,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T35R27a:2009-06-13T14:18:0Z:45.5301587857106:-93.6598695584396",45.530159,-93.65987,"Point",513361,111.788869,"4","Local Road",6106,0,0,5,10,0,0,5,10,9,25,4,15
"mnbba:T116R24a:2009-06-11T13:35:0Z:44.8488490092239:-93.6492467152724",44.848849,-93.649247,"Point",345197,1.522552,"4","Local Road",2545,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T117R24a:2009-06-11T12:25:0Z:44.9713996401431:-93.6503877301375",44.9714,-93.650388,"Point",722048,8.609697,"4","Local Road",2080,0,0,0,0,1,7,1,7,1,7,0,0
"mnbba:T117R24a:2009-06-11T12:38:0Z:44.9675294006542:-93.6496433176711",44.967529,-93.649643,"Point",760832,2.706905,"4","Local Road",5910,0,0,7,17,0,0,7,17,7,17,0,0
"mnbba:T38R27a:2012-06-13T11:0:0Z:45.8077242141832:-93.6576959296037",45.807724,-93.657696,"Point",465647,6.402355,"4","Local Road",1608,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T116R24a:2009-06-11T13:50:0Z:44.8597328407389:-93.6465599263913",44.859733,-93.64656,"Point",355021,4.213994,"4","Local Road",4795,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T113R24a:2009-06-09T13:45:0Z:44.6250681352539:-93.6439200472186",44.625068,-93.64392,"Point",359069,0.250794,"4","Local Road",2062,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T113R24a:2009-06-09T14:5:0Z:44.6213203157129:-93.6438652022714",44.62132,-93.643865,"Point",358854,6.900595,"4","Local Road",5216,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T36R27a:2012-06-09T12:26:0Z:45.6076287518304:-93.6495183755451",45.607629,-93.649518,"Point",470698,201.746487,"4","Local Road",5754,0,0,0,0,0,0,0,0,9,21,9,21
"mnbba:T35R27a:2009-06-13T13:37:0Z:45.548785010673:-93.6486481109437",45.548785,-93.648648,"Point",518521,0.942255,"4","Local Road",931,0,0,2,5,0,0,2,5,2,10,0,5
"mnbba:T34R27a:2009-06-12T13:52:0Z:45.4560445416483:-93.6468037828287",45.456045,-93.646804,"Point",512612,4.54807,"4","Local Road",312,0,0,1,5,0,0,1,5,1,5,0,0
"mnbba:T36R27a:2012-06-09T12:0:0Z:45.6108134748673:-93.6466310578814",45.610813,-93.646631,"Point",470698,2.454681,"4","Local Road",2997,0,0,2,7,0,0,2,7,2,8,0,1
"mnbba:T35R27a:2009-06-13T13:57:0Z:46.0036805886127:-93.6503147414906",46.003681,-93.650315,"Point",470541,382.945677,"4","Local Road",2298,0,0,6,15,0,0,6,15,6,15,0,0
"mnbba:T36R27a:2012-06-09T12:12:0Z:45.6158968710322:-93.645419702315",45.615897,-93.64542,"Point",470698,1.216983,"4","Local Road",5289,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T67R26a:2012-06-23T10:40:0Z:48.3066959988063:-93.6766799999896",48.306696,-93.67668,"Point",68765,0.761654,"4","Local Road",3609,0,0,0,0,0,0,0,0,3,17,3,17
"mnbba:T34R27a:2009-06-12T13:38:0Z:45.4453584842485:-93.6394109864391",45.445358,-93.639411,"Point",512691,3.959645,"4","Local Road",4420,0,0,2,7,0,1,2,8,2,12,0,4
"mnbba:T61R26a:2011-07-03T11:10:0Z:47.7913983056538:-93.6624414100487",47.791398,-93.662441,"Point",53894,7.221837,"4","Local Road",3189,0,0,0,3,0,0,0,3,2,12,2,9
"mnbba:T67R26a:2012-06-23T10:28:0Z:48.3055849991658:-93.6689769999786",48.305585,-93.668977,"Point",68765,9.635064,"4","Local Road",1402,0,0,0,0,0,1,0,1,5,19,5,18
"mnbba:T61R26a:2011-07-03T11:23:0Z:47.7962281269417:-93.6623798869432",47.796228,-93.66238,"Point",53894,4.900861,"4","Local Road",1430,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T61R26a:2011-07-03T11:36:0Z:47.8039440038996:-93.6624265740425",47.803944,-93.662427,"Point",53573,5.114481,"4","Local Road",764,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T64R26a:2011-07-01T12:44:0Z:48.0767230676871:-93.6615706979756",48.076723,-93.661571,"Point",70640,11.903342,"6","4WD",5273,0,0,2,11,0,2,2,13,6,20,4,7
"mnbba:T67R26a:2012-06-23T10:16:0Z:48.3048839992909:-93.6640020000236",48.304884,-93.664002,"Point",68765,0.599151,"4","Local Road",1403,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T64R26a:2011-07-01T13:10:0Z:48.0834021040981:-93.6589853000284",48.083402,-93.658985,"Point",71400,1.242425,"4","Local Road",4238,0,0,2,5,0,2,2,7,5,18,3,11
"mnbba:T64R26a:2011-07-01T12:57:0Z:48.0794574118489:-93.6588366050016",48.079457,-93.658837,"Point",72030,1.399679,"4","Local Road",548,0,0,1,7,2,5,3,12,6,20,3,8
"mnbba:T65R26a:2011-07-01T12:15:0Z:48.1197079814602:-93.6591355040448",48.119708,-93.659136,"Point",66448,4.420864,"4","Local Road",3197,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T65R26a:2011-07-01T12:30:0Z:48.1167207561054:-93.6590584740426",48.116721,-93.659058,"Point",66448,0.181713,"4","Local Road",890,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T65R26a:2011-07-01T11:57:0Z:48.1391333783131:-93.6589920059991",48.139133,-93.658992,"Point",66446,2.010037,"4","Local Road",5505,2,5,0,0,0,2,2,7,5,19,3,12
"mnbba:T66R26a:2012-06-19T12:39:0Z:48.1751929985709:-93.6590090000522",48.175193,-93.659009,"Point",71871,3.022549,"4","Local Road",2557,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T66R26a:2012-06-19T12:23:0Z:48.1852279987175:-93.6590960000495",48.185228,-93.659096,"Point",71871,1.311655,"4","Local Road",5919,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T55R26a:2011-06-11T14:15:0Z:47.2405991411119:-93.6374371869549",47.240599,-93.637437,"Point",53249,7.031402,"4","Local Road",1210,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T52R26a:2012-06-02T11:42:0Z:47.0149839987853:-93.6339729999783",47.014984,-93.633973,"Point",379643,7.287137,"4","Local Road",4215,0,0,0,0,1,4,1,4,5,15,4,11
"mnbba:T41R26a:2011-06-05T11:58:0Z:46.056217698656:-93.6206867919219",46.056218,-93.620687,"Point",468707,2.072782,"4","Local Road",1725,0,0,0,0,0,0,0,0,6,19,6,19
"mnbba:T57R26a:2011-06-13T11:36:0Z:47.4479470145424:-93.6357299111723",47.447947,-93.63573,"Point",578790,47.007954,"4","Local Road",3653,0,0,0,0,4,11,4,11,9,20,5,9
"mnbba:T57R26a:2011-06-13T11:23:0Z:47.4495301028225:-93.6309495046341",47.44953,-93.63095,"Point",602281,33.043373,"4","Local Road",813,0,0,0,0,6,18,6,18,6,19,0,1
"mnbba:T55R26a:2011-06-11T12:37:0Z:47.2767426616679:-93.6284657849518",47.276743,-93.628466,"Point",54186,2.953883,"4","Local Road",3240,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T47R26a:2011-06-09T10:14:0Z:46.5773866689487:-93.6198926069542",46.577387,-93.619893,"Point",379170,6.863249,"4","Local Road",4098,0,0,0,0,0,0,0,0,5,19,5,19
"mnbba:T102R23a:2010-06-10T12:50:0Z:43.652976925543:-93.5882068699778",43.652977,-93.588207,"Point",618603,4.422449,"4","Local Road",1907,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T66R26a:2012-06-19T11:59:0Z:48.1872489990524:-93.6374310000541",48.187249,-93.637431,"Point",67213,22.673761,"4","Local Road",6788,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T62R26a:2011-07-03T10:25:0Z:47.8769561641972:-93.6326319260265",47.876956,-93.632632,"Point",58965,6.104758,"4","Local Road",1155,0,0,0,1,0,0,0,1,5,17,5,16
"mnbba:T104R23a:2010-06-09T11:30:0Z:43.8352238462503:-93.5883770680502",43.835224,-93.588377,"Point",204534,5.422382,"4","Local Road",1014,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T68R26a:2012-06-23T11:41:0Z:48.3888039989324:-93.6361079999883",48.388804,-93.636108,"Point",69545,3.64561,"4","Local Road",4030,0,0,0,0,0,0,0,0,3,15,3,15
"mnbba:T106R23a:2010-06-09T10:45:0Z:43.9790471282209:-93.5867869745755",43.979047,-93.586787,"Point",615899,38.922895,"4","Local Road",5152,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T48R26a:2012-06-05T14:35:0Z:46.6456189992655:-93.6148890000554",46.645619,-93.614889,"Point",379259,1.320681,"4","Local Road",1191,0,0,3,10,0,0,3,10,3,10,0,0
"mnbba:T57R26a:2011-06-13T11:8:0Z:47.4557927178106:-93.6239254803849",47.455793,-93.623925,"Point",569450,8.05857,"4","Local Road",3252,1,7,0,0,3,8,4,15,4,15,0,0
"mnbba:T58R26a:2011-06-13T12:10:0Z:47.5407999989062:-93.6242666666147",47.5408,-93.624267,"Point",576900,6.528399,"4","Local Road",6350,3,10,0,0,1,4,4,14,4,14,0,0
"mnbba:T104R23a:2010-06-09T11:45:0Z:43.8330168502481:-93.5833179959713",43.833017,-93.583318,"Point",608270,4.970606,"4","Local Road",3226,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T103R23a:2010-06-10T11:30:0Z:43.7461909131714:-93.58018888401",43.746191,-93.580189,"Point",205982,3.082472,"4","Local Road",4845,0,0,0,0,0,0,0,0,5,15,5,15
"mnbba:T101R23a:2010-06-10T13:40:0Z:43.5578561863421:-93.576088087044",43.557856,-93.576088,"Point",208090,3.832,"4","Local Road",5746,0,0,0,1,0,0,0,1,0,1,0,0
"mnbba:T62R26a:2011-07-03T10:58:0Z:47.8834505460079:-93.622310366024",47.883451,-93.62231,"Point",57995,2.289591,"4","Local Road",3753,0,0,1,3,2,12,3,15,3,15,0,0
"mnbba:T49R26a:2012-06-05T10:1:0Z:46.740637998482:-93.6078689999338",46.740638,-93.607869,"Point",378212,3.228744,"4","Local Road",3798,0,0,1,6,0,0,1,6,1,6,0,0
"mnbba:T121R23c:2012-06-10T12:43:0Z:45.2726478013778:-93.59150492898",45.272648,-93.591505,"Point",365942,2.815021,"4","Local Road",6714,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T62R26a:2011-07-03T10:40:0Z:47.8934550179021:-93.6201899129781",47.893455,-93.62019,"Point",52619,5.21144,"4","Local Road",4355,0,0,0,0,1,6,1,6,5,17,4,11
"mnbba:T49R26a:2012-06-05T10:45:0Z:46.7376839988936:-93.6065639999532",46.737684,-93.606564,"Point",377013,1.996387,"4","Local Road",2096,0,0,5,18,0,0,5,18,5,18,0,0
"mnbba:T68R26a:2012-06-23T11:10:0Z:48.3822399991914:-93.6249629999607",48.38224,-93.624963,"Point",68493,1.638644,"4","Local Road",1900,0,0,0,0,0,0,0,0,6,18,6,18
"mnbba:T108R23a:2011-05-30T13:16:0Z:44.1747308053638:-93.5786310119355",44.174731,-93.578631,"Point",614130,4.830495,"4","Local Road",2687,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T45R26a:2011-06-08T10:20:0Z:46.3785898860483:-93.6011691950202",46.37859,-93.601169,"Point",374441,3.918418,"4","Local Road",4904,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T45R26a:2011-06-08T10:38:0Z:46.3807225782845:-93.6010153870009",46.380723,-93.601015,"Point",374441,2.973921,"4","Local Road",6014,0,1,0,0,0,0,0,1,0,3,0,2
"mnbba:T121R23c:2012-06-10T12:58:0Z:45.2633443231492:-93.5889737403526",45.263344,-93.588974,"Point",370447,4.443264,"4","Local Road",4384,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T45R26a:2011-06-08T10:3:0Z:46.3964833320686:-93.600783333273",46.396483,-93.600783,"Point",374442,2.712286,"4","Local Road",5578,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T60R26a:2011-07-03T11:56:0Z:47.7016132868136:-93.6148715950647",47.701613,-93.614872,"Point",567062,13.6421,"4","Local Road",5938,4,15,0,0,0,1,4,16,4,16,0,0
"mnbba:T52R26a:2012-06-02T11:24:0Z:47.0152719993019:-93.6068749999594",47.015272,-93.606875,"Point",379643,2.653249,"4","Local Road",5711,0,0,3,12,2,6,5,18,5,18,0,0
"mnbba:T60R26a:2011-07-03T12:9:0Z:47.6967139807459:-93.6142542680348",47.696714,-93.614254,"Point",567209,18.773268,"4","Local Road",4404,0,0,6,12,0,8,6,20,6,20,0,0
"mnbba:T48R26a:2012-06-05T14:53:0Z:46.6454479986223:-93.6019349999726",46.645448,-93.601935,"Point",378834,9.040149,"6","4WD",4211,0,0,0,0,0,0,0,0,3,10,3,10
"mnbba:T110R23a:2011-05-28T11:5:0Z:44.3424127891778:-93.5777330580419",44.342413,-93.577733,"Point",237036,1.090938,"4","Local Road",2507,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T118R23a:2009-06-07T12:35:0Z:45.0322980530032:-93.5834662010115",45.032298,-93.583466,"Point",765927,6.359306,"4","Local Road",4206,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T69R26a:2012-06-23T12:35:0Z:48.480834998975:-93.6210259999978",48.480835,-93.621026,"Point",67239,3.696728,"4","Local Road",1901,0,0,0,3,6,16,6,19,6,19,0,0
"mnbba:T121R23c:2012-06-10T13:12:0Z:45.2695036631852:-93.5850218830875",45.269504,-93.585022,"Point",369337,2.186755,"4","Local Road",4213,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T52R26a:2012-06-02T11:6:0Z:46.9892199987136:-93.6021629999344",46.98922,-93.602163,"Point",375492,5.388694,"4","Local Road",2959,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T55R26a:2011-06-11T12:20:0Z:47.2759627257049:-93.6053844539297",47.275963,-93.605384,"Point",53660,6.939445,"4","Local Road",2565,0,0,3,10,0,1,3,11,3,11,0,0
"mnbba:T54R26a:2011-06-11T12:40:0Z:47.1711975703018:-93.6041700840038",47.171198,-93.60417,"Point",49071,7.241121,"4","Local Road",5715,1,5,2,6,0,0,3,11,3,14,0,3
"mnbba:T69R26a:2012-06-23T12:23:0Z:48.4939729987016:-93.6192600000177",48.493973,-93.61926,"Point",66844,4.083354,"4","Local Road",304,0,0,3,6,0,2,3,8,6,19,3,11
"mnbba:T104R23a:2010-06-09T12:5:0Z:43.8330646121857:-93.5684799189992",43.833065,-93.56848,"Point",608270,2.446077,"4","Local Road",1015,0,0,0,0,0,0,0,0,6,17,6,17
"mnbba:T46R26a:2011-06-08T10:7:0Z:46.4717964823558:-93.5953275949673",46.471796,-93.595328,"Point",376953,5.064404,"4","Local Road",493,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T51R26a:2012-06-03T14:31:0Z:46.9288389987251:-93.5996539999871",46.928839,-93.599654,"Point",379868,1.964354,"4","Local Road",4815,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T48R26a:2012-06-05T15:10:0Z:46.6530569990967:-93.5963419999937",46.653057,-93.596342,"Point",378834,4.691333,"6","4WD",5704,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T107R23a:2011-05-31T14:54:0Z:44.0804603783982:-93.5691784879573",44.08046,-93.569178,"Point",332465,13.554614,"4","Local Road",1988,0,0,0,1,0,0,0,1,0,1,0,0
"mnbba:T69R26a:2012-06-23T12:12:0Z:48.5019969984138:-93.6169270000015",48.501997,-93.616927,"Point",69674,3.418671,"4","Local Road",305,0,0,0,0,0,0,0,0,4,16,4,16
"mnbba:T54R26a:2011-06-11T13:10:0Z:47.1681846110275:-93.601056374995",47.168185,-93.601056,"Point",56931,1.935506,"4","Local Road",1971,0,0,2,12,3,7,5,19,5,19,0,0
"mnbba:T56R26a:2011-06-13T10:40:0Z:47.3554525396838:-93.6029484782751",47.355453,-93.602948,"Point",60077,1.432863,"4","Local Road",5356,2,8,3,11,0,0,5,19,5,19,0,0
"mnbba:T118R23a:2009-06-07T12:23:0Z:45.0314643956104:-93.5779566021122",45.031464,-93.577957,"Point",727243,49.386848,"4","Local Road",6813,0,0,8,15,0,0,8,15,8,15,0,0
"mnbba:T106R23a:2010-06-09T10:30:0Z:44.0020773995552:-93.5668649598155",44.002077,-93.566865,"Point",332594,0.09393,"4","Local Road",1975,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T110R23a:2011-05-28T11:26:0Z:44.3388465037542:-93.5697443778425",44.338847,-93.569744,"Point",235381,40.980274,"4","Local Road",3739,0,0,0,0,0,0,0,0,0,2,0,2
"mnbba:T114R23a:2009-06-09T12:34:0Z:44.6839435100179:-93.5720132559144",44.683944,-93.572013,"Point",361265,3.574123,"4","Local Road",709,0,0,0,0,0,3,0,3,0,3,0,0
"mnbba:T117R23a:2010-05-26T13:50:0Z:44.9540188539035:-93.574467148995",44.954019,-93.574467,"Point",765332,4.202479,"4","Local Road",6127,0,0,0,0,0,3,0,3,0,3,0,0
"mnbba:T117R23a:2009-06-07T11:18:0Z:44.9566329365158:-93.5737705662249",44.956633,-93.573771,"Point",627407,2.836565,"4","Local Road",2948,0,0,1,2,0,0,1,2,1,3,0,1
"mnbba:T117R23a:2010-05-26T14:10:0Z:44.9722786789961:-93.5737109609756",44.972279,-93.573711,"Point",631833,0.00719,"4","Local Road",5694,0,0,3,14,0,2,3,16,4,18,1,2
"mnbba:T117R23a:2009-06-07T11:34:0Z:44.9718097356884:-93.5732025601271",44.97181,-93.573203,"Point",631833,40.005407,"4","Local Road",3157,0,0,9,20,0,0,9,20,9,20,0,0
"mnbba:T113R23a:2009-06-09T13:30:0Z:44.6159353064624:-93.5695353488633",44.615935,-93.569535,"Point",356165,4.325328,"4","Local Road",236,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T46R26a:2011-06-08T10:50:0Z:46.4878914963282:-93.5885929880085",46.487891,-93.588593,"Point",378593,5.477385,"4","Local Road",5454,0,0,4,11,0,0,4,11,6,20,2,9
"mnbba:T116R23a:2009-06-09T12:0:0Z:44.8589313502334:-93.5716403176438",44.858931,-93.57164,"Point",351770,2.965353,"4","Local Road",5691,0,0,0,1,0,0,0,1,0,2,0,1
"mnbba:T56R26a:2011-06-13T10:25:0Z:47.3463941402946:-93.5979239512532",47.346394,-93.597924,"Point",48620,38.837066,"4","Local Road",6435,0,0,1,8,0,0,1,8,7,19,6,11
"mnbba:T109R23a:2011-05-30T12:1:0Z:44.2396830106474:-93.56552925902",44.239683,-93.565529,"Point",616781,5.769183,"4","Local Road",3092,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T51R26a:2012-06-03T14:17:0Z:46.9289509990758:-93.592461",46.928951,-93.592461,"Point",380001,1.381698,"4","Local Road",4388,0,0,0,0,0,0,0,0,6,20,6,20
"mnbba:T120R23a:2012-06-10T13:30:0Z:45.2236958204533:-93.5741834874692",45.223696,-93.574183,"Point",366736,4.23411,"4","Local Road",2320,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T111R23a:2011-05-28T10:38:0Z:44.4319391427694:-93.5658156690342",44.431939,-93.565816,"Point",241092,1.369591,"4","Local Road",6738,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T102R23a:2010-06-10T13:20:0Z:43.6439798859679:-93.5580764839553",43.64398,-93.558076,"Point",210713,1.198039,"4","Local Road",5749,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T53R26b:2012-06-02T12:29:0Z:47.0662769988411:-93.5919030000449",47.066277,-93.591903,"Point",55577,1.466114,"4","Local Road",403,0,0,2,13,0,0,2,13,6,20,4,7
"mnbba:T53R26b:2012-06-02T12:45:0Z:47.0608889988278:-93.5917349999382",47.060889,-93.591735,"Point",56311,1.133785,"4","Local Road",959,0,0,0,0,2,6,2,6,3,10,1,4
"mnbba:T53R26b:2012-06-02T12:9:0Z:47.0583729984632:-93.5915239999939",47.058373,-93.591524,"Point",56311,5.669114,"4","Local Road",4034,2,4,0,2,0,2,2,8,2,8,0,0
"mnbba:T109R23a:2011-05-30T12:15:0Z:44.2397760500161:-93.5612129139743",44.239776,-93.561213,"Point",239919,0.405062,"4","Local Road",3703,0,0,0,0,0,0,0,0,0,0,0,0
"mnbba:T118R23a:2009-06-07T12:6:0Z:45.0246595270609:-93.5676364227757",45.02466,-93.567636,"Point",684054,0.771379,"4","Local Road",3384,0,0,0,3,0,0,0,3,0,3,0,0
"mnbba:T60R26a:2011-07-03T12:22:0Z:47.7041336423524:-93.5959780310553",47.704134,-93.595978,"Point",573976,4.804197,"4","Local Road",5405,0,0,1,4,0,0,1,4,6,20,5,16
"mnbba:T103R23a:2010-06-10T12:0:0Z:43.7418053620262:-93.5549357630405",43.741805,-93.554936,"Point",614279,0.121084,"4","Local Road",3001,0,0,0,0,0,0,0,0,3,10,3,10
"mnbba:T42R26a:2011-06-05T12:20:0Z:46.1181401822642:-93.5774187369756",46.11814,-93.577419,"Point",470042,0.874021,"4","Local Road",252,0,0,0,0,0,0,0,0,0,1,0,1
"mnbba:T40R26b:2011-06-05T12:28:0Z:45.9418315904483:-93.5750577719226",45.941832,-93.575058,"Point",465871,22.602903,"4","Local Road",4777,0,0,0,0,0,0,0,0,7,18,7,18
