Sample_ID,roaddist,Coniferous_3x3,Deciduous_3x3,ForestOnly_3x3,ForestWetland_3x3,MixedForest_3x3,Wetland_3x3,Coniferous_5x5,Deciduous_5x5,ForestOnly_5x5,ForestWetland_5x5,MixedForest_5x5,Wetland_5x5
bam-mn_m:MNNFB:9030:35:2004-7-2T6:33:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2003-6-25T7:58:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2002-6-27T7:33:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:1997-6-29T6:27:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2000-7-3T6:27:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:1998-6-27T6:47:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2005-7-5T6:35:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2010-7-1T7:15:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2011-7-2T7:17:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:1999-7-1T6:29:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2009-7-1T6:58:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2013-7-2T6:40:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2014-6-27T8:22:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2006-6-30T7:0:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2012-6-30T7:43:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2007-6-29T8:20:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:2008-6-27T6:41:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:1996-6-28T6:44:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:35:1995-6-28T5:30:00Z,169634.25,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2000-6-29T7:11:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2008-6-30T7:1:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2007-6-25T6:33:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2009-6-26T6:1:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2001-6-26T6:22:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2010-6-27T6:37:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2004-6-28T6:50:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2005-6-27T6:22:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2003-6-21T6:17:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:1995-6-27T6:8:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:1996-7-1T5:54:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:1997-6-22T5:57:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:1998-6-22T6:16:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:1999-6-26T6:25:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2002-6-23T7:7:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2011-6-24T6:41:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2012-6-26T7:0:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2006-6-24T6:21:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2014-6-28T8:14:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:350:2013-6-23T6:11:00Z,105060.8359,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2007-6-25T6:48:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2005-6-27T6:35:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2006-6-24T6:37:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2008-6-30T7:16:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2001-6-26T6:37:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2000-6-29T7:24:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2010-6-27T6:50:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2009-6-26T6:15:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2011-6-24T6:56:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2004-6-28T7:10:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2013-6-23T6:26:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2014-6-28T7:56:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:1995-6-27T6:23:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:1996-7-1T6:6:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2002-6-23T7:20:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2003-6-21T6:33:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:2012-6-26T7:17:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:1999-6-26T6:44:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:1997-6-22T6:10:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:351:1998-6-22T6:28:00Z,105164.2578,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2009-6-26T7:14:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2010-6-27T7:55:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2013-6-23T7:55:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2004-6-28T8:15:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2008-6-30T8:30:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2014-6-28T7:5:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:1996-7-1T6:54:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:1997-6-22T4:50:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2012-6-26T8:30:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:1998-6-22T6:40:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:1999-6-26T4:45:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2005-6-27T7:34:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2006-6-24T7:53:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2000-6-29T4:50:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:1995-6-27T7:27:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2002-6-23T8:25:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2003-6-21T7:32:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2011-6-24T5:57:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2007-6-25T8:4:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:352:2001-6-26T7:42:00Z,105916.4453,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2014-6-28T6:44:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2012-6-26T8:11:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2007-6-25T7:46:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:1997-6-22T5:8:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2013-6-23T7:40:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2009-6-26T6:58:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:1998-6-22T6:25:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2008-6-30T8:11:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2011-6-24T5:40:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2004-6-28T7:58:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2005-6-27T7:19:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2006-6-24T7:35:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:1995-6-27T7:11:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2001-6-26T7:25:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2002-6-23T8:9:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:1999-6-26T5:3:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2000-6-29T5:10:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:1996-7-1T6:41:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2010-6-27T7:37:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:353:2003-6-21T7:17:00Z,105837.3672,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2000-6-29T5:28:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2001-6-26T7:7:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2003-6-21T7:1:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2002-6-23T7:53:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2004-6-28T7:43:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:1995-6-27T6:52:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:1996-7-1T6:28:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2014-6-28T6:24:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2013-6-23T7:23:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2009-6-26T6:44:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2011-6-24T5:22:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:1999-6-26T5:18:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:1997-6-22T5:23:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2005-6-27T7:4:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2006-6-24T7:13:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2010-6-27T7:21:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2007-6-25T7:30:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2008-6-30T7:53:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:2012-6-26T7:52:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:354:1998-6-22T6:10:00Z,105733.9844,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2006-6-25T5:42:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2003-6-21T7:31:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2005-6-28T5:27:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2004-6-27T5:38:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2000-6-29T8:3:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2011-6-25T7:46:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2002-6-21T5:10:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2012-6-26T5:50:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2013-6-20T7:38:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2014-6-28T7:37:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:1995-6-28T8:22:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:1996-6-22T6:0:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2008-6-30T7:41:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2009-6-26T7:34:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2001-6-24T5:2:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2010-6-26T7:34:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:1998-6-23T8:4:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:2007-6-24T5:39:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:1997-6-25T7:7:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:355:1999-6-25T7:13:00Z,96100.75,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2004-6-27T5:52:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2003-6-21T7:56:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2001-6-24T5:17:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2000-6-29T8:18:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2002-6-21T5:24:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2009-6-26T7:50:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2011-6-25T8:2:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2010-6-26T7:50:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2008-6-30T7:57:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2012-6-26T6:6:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2006-6-25T5:57:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2007-6-24T5:54:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2005-6-28T5:40:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:1999-6-25T7:25:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2013-6-20T7:54:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:1997-6-25T7:20:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:2014-6-28T7:50:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:1995-6-28T8:36:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:1998-6-23T8:19:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:356:1996-6-22T6:12:00Z,96083.1875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2002-6-21T5:38:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2007-6-24T6:7:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2008-6-30T8:11:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:1998-6-23T8:32:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:1999-6-25T7:38:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2009-6-26T8:5:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:1997-6-25T7:31:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2003-6-21T8:9:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2012-6-26T6:22:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2001-6-24T5:31:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2013-6-20T8:8:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2006-6-25T6:13:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2004-6-27T6:6:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:1996-6-22T6:24:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2000-6-29T8:32:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2010-6-26T8:3:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2011-6-25T8:19:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2005-6-28T5:52:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:2014-6-28T8:4:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:357:1995-6-28T8:51:00Z,95974.05469,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2008-6-30T5:56:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2000-6-29T7:0:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:1999-6-25T5:36:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:1998-6-23T6:58:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2011-6-25T5:52:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2002-6-21T7:13:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:1997-6-25T5:32:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2009-6-26T6:18:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2003-6-21T6:4:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2010-6-26T5:52:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:1995-6-28T6:58:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:1996-6-22T8:38:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2006-6-25T7:50:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2007-6-24T7:44:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2012-6-26T8:36:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2014-6-28T6:3:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2005-6-28T7:6:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2013-6-20T5:52:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2001-6-24T8:0:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:358:2004-6-27T7:58:00Z,95883.875,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2008-6-30T6:11:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2000-6-29T7:16:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2011-6-25T6:8:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2010-6-26T6:7:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2001-6-24T7:47:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2009-6-26T6:5:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2012-6-26T8:52:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2004-6-27T8:12:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2005-6-28T6:53:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2002-6-21T7:30:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2006-6-25T7:35:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2003-6-21T6:18:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2007-6-24T7:29:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:1996-6-22T8:25:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2013-6-20T6:6:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:2014-6-28T6:16:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:1995-6-28T6:41:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
bam-mn_m:MNNFB:9030:359:1997-6-25T5:45:00Z,95894.24219,0,0,0,0,0,0,0,0,0,0,0,0
